pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
8hp9	P	Q	0	B	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.2 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.75	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
8hp9	E	F	0	B	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.2 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.75	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8hp9	I	J	0	C	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.2 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.75	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
8hp9	K	O	0	C	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.2 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.75	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8hpq	H	L	0	A	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.4 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
8hpq	M	N	0	A	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.4 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8hpq	P	Q	0	B	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.4 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
8hpq	E	F	0	B	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.4 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8hpq	I	J	0	C	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.4 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
8hpq	R	S	0	C	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.4 S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8hpv	M	N	0	A	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron Prototype S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.65	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8hpv	H	L	0	A	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron Prototype S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.65	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
8hpv	P	Q	0	B	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron Prototype S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.65	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
8hpv	E	F	0	B	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron Prototype S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.65	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8hpv	I	J	0	C	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron Prototype S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.65	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
8hpv	R	S	0	C	protein	NA	spike protein s2'	IMMUNE SYSTEM/VIRAL PROTEIN	01/31/24	Cryo-EM structure of SARS-CoV-2 Omicron Prototype S-trimer in complex with fab L4.65 and L5.34	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Liu, S.	2.65	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8i4h	B	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/31/24	Omicron spike variant BA.1 with Bn03	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Hao, A.H., Zhang, X., Chen, Z.G., Sun, L.	3.81	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8qpr	E	D	0	A	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	01/31/24	SARS-CoV-2 S protein bound to human neutralising antibody UZGENT_G5	Homo sapiens; Severe acute respiratory syndrome coronavirus 2; Tequatrovirus T4	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2, tequatrovirus t4 	Remaut, H., Reiter, D., Vandenkerckhove, L., Acar, D.D., Witkowski, W., Gerlo, S.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
8qq0	E	D	0	A	protein	NA	spike glycoprotein,fibritin	VIRAL PROTEIN	01/31/24	SARS-CoV-2 S protein bound to neutralising antibody UZGENT_A3	Enterobacteria phage T4; Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2, enterobacteria phage t4 	Remaut, H., Reiter, D., Vandenkerckhove, L., Acar, D.D., Witkowski, W., Gerlo, S.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
8the	H	L	0	A	protein	NA	heme/hemoglobin uptake outer membrane receptor phur	MEMBRANE PROTEIN	01/08/09	Cryo-EM structure of Pseudomonas aeruginosa TonB-dependent transporter PhuR in complex with synthetic antibody and heme	Homo sapiens; Pseudomonas aeruginosa	homo sapiens	homo sapiens	pseudomonas aeruginosa	Knejski, P., Erramilli, S.K., Kossiakoff, A.A.	2.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8j20	B	B	0	C | A	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/24/24	Cryo-EM structure of FFAR3 bound with valeric acid and AR420626	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Tai, L., Li, F., Sun, X., Tang, W., Wang, J.	3.2	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8j21	B	B	0	C | A	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/24/24	Cryo-EM structure of FFAR3 complex bound with butyrate acid	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Tai, L., Li, F., Sun, X., Tang, W., Wang, J.	3.3	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8j22	F	F	0	B | A	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/24/24	Cryo-EM structure of FFAR2 complex bound with TUG-1375	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Tai, L., Li, F., Sun, X., Tang, W., Wang, J.	3.2	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8j24	G	G	0	C | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/24/24	Cryo-EM structure of FFAR2 complex bound with acetic acid	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Tai, L., Li, F., Tang, W., Sun, X., Wang, J.	2.6	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8jnk	I	M	0	A	protein	NA	alpha-ketoglutarate-dependent dioxygenase alkb homolog 3	RNA BINDING PROTEIN	01/24/24	Crystal structure of human ALKBH3 bound to ssDNA through active site crosslink	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, L.	2.69	X-RAY DIFFRACTION	0.229	0.218	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8jnk	J	N	0	E	protein	NA	alpha-ketoglutarate-dependent dioxygenase alkb homolog 3	RNA BINDING PROTEIN	01/24/24	Crystal structure of human ALKBH3 bound to ssDNA through active site crosslink	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, L.	2.69	X-RAY DIFFRACTION	0.229	0.218	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8jnk	K	O	0	G	protein	NA	alpha-ketoglutarate-dependent dioxygenase alkb homolog 3	RNA BINDING PROTEIN	01/24/24	Crystal structure of human ALKBH3 bound to ssDNA through active site crosslink	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, L.	2.69	X-RAY DIFFRACTION	0.229	0.218	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8jnk	L	P	0	C	protein	NA	alpha-ketoglutarate-dependent dioxygenase alkb homolog 3	RNA BINDING PROTEIN	01/24/24	Crystal structure of human ALKBH3 bound to ssDNA through active site crosslink	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, L.	2.69	X-RAY DIFFRACTION	0.229	0.218	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8jnr	G	K	0	A	protein	NA	alpha-ketoglutarate-dependent dioxygenase alkb homolog 3	DNA BINDING PROTEIN/DNA	01/24/24	Crystal structure of human ALKBH3 bound to 3mC containing ssDNA through distal crosslink	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, L.	3.66	X-RAY DIFFRACTION	0.273	0.227	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8jnr	H	L	0	D	protein	NA	alpha-ketoglutarate-dependent dioxygenase alkb homolog 3	DNA BINDING PROTEIN/DNA	01/24/24	Crystal structure of human ALKBH3 bound to 3mC containing ssDNA through distal crosslink	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, L.	3.66	X-RAY DIFFRACTION	0.273	0.227	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8jnr	I	M	0	E	protein	NA	alpha-ketoglutarate-dependent dioxygenase alkb homolog 3	DNA BINDING PROTEIN/DNA	01/24/24	Crystal structure of human ALKBH3 bound to 3mC containing ssDNA through distal crosslink	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, L.	3.66	X-RAY DIFFRACTION	0.273	0.227	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8jnr	J	N	0	C	protein	NA	alpha-ketoglutarate-dependent dioxygenase alkb homolog 3	DNA BINDING PROTEIN/DNA	01/24/24	Crystal structure of human ALKBH3 bound to 3mC containing ssDNA through distal crosslink	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, L.	3.66	X-RAY DIFFRACTION	0.273	0.227	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8jhb	N	NA	0	A | B | C	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms xlas  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	01/17/24	FZD6 Gs complex	Homo sapiens	homo sapiens		homo sapiens | homo sapiens | homo sapiens	Xu, F., Zhang, Z.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8jhi	N	NA	0	A | B | C	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms xlas  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	01/17/24	FZD3-Gs complex	Homo sapiens	homo sapiens		homo sapiens | homo sapiens | homo sapiens	Xu, F., Zhang, Z.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8tm1	H	L	0	A | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/17/24	Antibody N3-1 bound to RBDs in the up and down conformations	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Hsieh, C.-L., McLellan, J.S.	2.79	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
8tma	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/17/24	Antibody N3-1 bound to RBD in the up conformation	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hsieh, C.-L., McLellan, J.S.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
8j6j	H	H	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/10/24	Cryo-EM structure of thehydroxycarboxylic acid receptor 2-Gi protein complex bound with GSK256073	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Yuan, Q., Zhu, S., Duan, J., Xu, H.E., Duan, X.	2.8	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8jgb	S	S	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	STRUCTURAL PROTEIN	01/10/24	CryoEM structure of Gi-coupled MRGPRX1 with peptide agonist CNF-Tx2	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens		homo sapiens | homo sapiens | homo sapiens	Sun, J.P., Xu, H.E., Yang, F., Liu, Z.M., Guo, L.L., Zhang, Y.M., Fang, G.X., Tie, L., Zhuang, Y.M., Xue, C.Y.	2.84	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8jgf	E	E	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein gq | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	STRUCTURAL PROTEIN	01/10/24	CryoEM structure of Gq-coupled MRGPRX1 with peptide agonist BAM8-22	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens		homo sapiens | homo sapiens	Sun, J.P., Xu, H.E., Yang, F., Liu, Z.M., Guo, L.L., Zhang, Y.M., Fang, G.X., Tie, L., Zhuang, Y.M., Xue, C.Y.	2.7	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8jgg	S	S	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	STRUCTURAL PROTEIN	01/10/24	CryoEM structure of Gi-coupled MRGPRX1 with peptide agonist BAM8-22	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens		homo sapiens | homo sapiens | homo sapiens	Sun, J.P., Xu, H.E., Ynag, F., Liu, Z.M., Guo, L.L., Zhang, Y.M., Fang, G.X., Tie, L., Zhuang, Y.M., Xue, C.Y.	3.0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8gcm	E	E	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/03/24	Cryo-EM Structure of the Prostaglandin E Receptor EP4 Coupled to G Protein	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Huang, S.M., Xiong, M.Y., Liu, L., Mu, J., Sheng, C., Sun, J.	3.5	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8gcp	E	E	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/03/24	Cryo-EM Structure of the Prostaglandin E2 Receptor 4 Coupled to G Protein	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Huang, S.M., Xiong, M.Y., Liu, L., Mu, J., Sheng, C., Sun, J.	3.1	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8ij3	S	S	0	C | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/03/24	Cryo-EM structure of human HCAR2-Gi complex without ligand (apo state)	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Pan, X., Fang, Y.	3.28	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8ija	S	S	0	C | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/03/24	Cryo-EM structure of human HCAR2-Gi complex with niacin	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Pan, X., Fang, Y.	2.69	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8ijb	S	S	0	C | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/03/24	Cryo-EM structure of human HCAR2-Gi complex with acipimox	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Pan, X., Fang, Y.	3.23	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8ijd	S	S	0	C | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/03/24	Cryo-EM structure of human HCAR2-Gi complex with MK-6892	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Pan, X., Fang, Y.	3.25	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8kfa	H	L	0	A	protein	NA	envelope glycoprotein b	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	Cryo-EM structure of HSV-1 gB with D48 Fab complex	Homo sapiens; Human herpesvirus 1 (strain KOS)	homo sapiens	homo sapiens	human herpesvirus 1 (strain kos)	Yang, J., Sun, C., Fang, X., Zeng, M., Liu, Z.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8kfa	D	F	0	B	protein	NA	envelope glycoprotein b	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	Cryo-EM structure of HSV-1 gB with D48 Fab complex	Homo sapiens; Human herpesvirus 1 (strain KOS)	homo sapiens	homo sapiens	human herpesvirus 1 (strain kos)	Yang, J., Sun, C., Fang, X., Zeng, M., Liu, Z.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8kfa	E	G	0	C	protein	NA	envelope glycoprotein b	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	Cryo-EM structure of HSV-1 gB with D48 Fab complex	Homo sapiens; Human herpesvirus 1 (strain KOS)	homo sapiens	homo sapiens	human herpesvirus 1 (strain kos)	Yang, J., Sun, C., Fang, X., Zeng, M., Liu, Z.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8w8q	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/03/24	Cryo-EM structure of the GPR101-Gs complex	Escherichia coli; Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Sun, J.P., Gao, N., Yu, X., Wang, G.P., Yang, F., Wang, J.Y., Yang, Z., Guan, Y.	2.89	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8w8r	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1,guanine nucleotide-binding protein g(s) subunit  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/03/24	Cryo-EM structure of the AA-14-bound GPR101-Gs complex	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Sun, J.P., Yu, X., Gao, N., Yang, F., Wang, J.Y., Yang, Z., Guan, Y., Wang, G.P.	3.3	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
