pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	species
7wtg	H	L	0	E	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	SARS-CoV-2 Omicron variant spike RBD in complex with Fab XGv051	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV1	Kappa						SARS-CoV-2
7wth	H	L	0	E	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	SARS-CoV-2 Omicron variant spike RBD in complex with Fab XGv264	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0.0	ELECTRON MICROSCOPY			False	True	IGHV2	IGLV2	Lambda						SARS-CoV-2
7wtj	H	L	0	E	protein		spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	12/14/22	SARS-CoV-2 Omicron variant spike RBD in complex with Fab XGv286	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGLV1	Lambda						SARS-CoV-2
7wtk	H	L	0	C	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv286	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGLV1	Lambda						SARS-CoV-2
8diu	G	C	0	D	protein		hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	Cryo-EM structure of influenza A virus A/Bayern/7/1995 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGLV1	Lambda						Influensa A
7df1	H	L	0	D	protein		4f2 cell-surface antigen heavy chain	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa						Homo Sapiens
7x8w	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab354	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGLV2	Lambda						SARS-CoV-2
7x8y	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab159	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7x90	E	F	0	G	protein		spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab326	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7x91	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with an Fv-clasp form of a human neutralizing antibody Ab496	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV1	Kappa						SARS-CoV-2
7x92	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab445	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8dw2	D	C	0	B	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of SARS-CoV-2 RBD in complex with anti-SARS-CoV-2 DARPin,SR22, and two antibody Fabs, S309 and CR3022	Homo sapiens; Severe acute respiratory syndrome coronavirus 2; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kwon, Y.D., Gorman, J., Kwong, P.D.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8dw3	D	C	0	B	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of SARS-CoV-2 RBD in complex with anti-SARS-CoV-2 DARPin,SR16m, and two antibody Fabs, S309 and CR3022	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kwon, Y.D., Gorman, J., Kwong, P.D.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8dwa	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Crystal structure of neutralizing antibody P1D9 Fab in complex with SARS-CoV-2 spike receptor binding domain (RBD)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	3.2	X-RAY DIFFRACTION	0.297	0.235	False	True	IGHV1	IGKV1	Kappa						SARS-CoV-2
8eb2	J	L	0	D	protein		hla-a*02	IMMUNE SYSTEM	11/30/22	Structure of HLA-A*02:01 in complex with NY-ESO-1 peptide and PA2.1 Fab	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Jette, C.J., West, A.P.	2.9	X-RAY DIFFRACTION	0.284	0.239	False	True	IGHV1	IGKV1	Kappa						Homo Sapiens
7u9o	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/23/22	SARS-CoV-2 spike trimer RBD in complex with Fab NE12	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tsybovsky, Y., Kwong, P.D., Farci, P.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
7u9p	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/23/22	SARS-CoV-2 spike trimer RBD in complex with Fab NA8	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tsybovsky, Y., Kwong, P.D., Farci, P.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7xst	L	M	0	C	protein		spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 Omicron spike glycoprotein in complex with three F61 Fab and three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.04	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV1	Lambda						SARS-CoV-2
7sj0	B	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/16/22	Antibody A7V3 bound to N-terminal domain of the spike	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hsieh, C.-L., McLellan, J.S.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGLV1	Lambda						SARS-CoV-2
8dim	B	C	0	A	protein		hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	11/16/22	CryoEM structure of Influenza A virus A/Ohio/09/2015 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGLV1	Lambda						Influensa A
7zxk	H	L	0	C	protein		interleukin-27 subunit alpha	CYTOKINE	11/02/22	Human IL-27 in complex with neutralizing SRF388 FAb fragment	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Bloch, Y., Skladanowska, K., Strand, J., Welin, M., Logan, D., Hill, J., Savvides, S.N.	2.2	X-RAY DIFFRACTION	0.221	0.184	False	True	IGHV3	IGKV4	Kappa						Homo Sapiens
8err	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/26/22	SARS-CoV-2 Omicron BA.1 spike ectodomain trimer in complex with the S2X324 neutralizing antibody Fab fragment	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Veesler, D.	3.1	ELECTRON MICROSCOPY			False	True	IGHV2	IGLV2	Lambda						SARS-CoV-2
7yr1	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	10/19/22	SARS-CoV-2 BA.2.75 S Trimer in complex with XG2v024	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, L.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7yr0	C	B	0	A	protein		spike protein s1	VIRAL PROTEIN	10/19/22	SARS-CoV-2 BA.2.75 S Trimer in complex with S309 (interface)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, L.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
7uvf	H	L	0	A	protein		t-cell surface glycoprotein cd8 alpha chain	IMMUNE SYSTEM	10/12/22	Crystal structure of ZED8 Fab complex with CD8 alpha	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Yu, C., Davies, C., Koerber, J.T., Williams, S.	2.6	X-RAY DIFFRACTION	0.259	0.198	False	True	IGHV14	IGKV16	Kappa						Homo Sapiens
7s7i	H	L	0	A	protein		mhc class i chain-related protein a	IMMUNE SYSTEM	10/05/22	Crystal structure of Fab in complex with MICA alpha3 domain	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Lee, P.S., Strop, P.	2.4	X-RAY DIFFRACTION	0.26	0.22	False	True	IGHV3	IGKV3	Kappa						Homo Sapiens
7wrj	A	B	0	R	protein		spike protein s1	VIRAL PROTEIN	09/28/22	Local CryoEM structure of the SARS-CoV-2 S6P(B.1.1.529) in complex with BD55-4637 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.Y.	0.0	ELECTRON MICROSCOPY			False	True	IGHV2	IGLV1	Lambda						SARS-CoV-2
7y0c	A	B	0	R	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	09/28/22	Crystal structure of BD55-1403 and SARS-CoV-2 Omicron RBD	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhang, Z., Xiao, J.	2.94	X-RAY DIFFRACTION	0.278	0.202	False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
7y0v	H	L	0	R	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	09/28/22	The co-crystal structure of BA.1-RBD with Fab-5549	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiao, J.Y., Zhang, Y.	2.48	X-RAY DIFFRACTION	0.268	0.211	False	True	IGHV4	IGLV3	Lambda						SARS-CoV-2
8e7m	H	L	0	A	protein		angiotensin-converting enzyme 2	ANTIVIRAL PROTEIN	09/28/22	Structure of the human ACE2 receptor in complex with antibody Fab fragment, 05B04	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Barnes, C.O.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
7xco	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	09/21/22	Cryo-EM structure of SARS-CoV-2 Omicron spike protein (S-6P-RRAR) in complex with S309 fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Qi, J.X., Zhao, Z.N., Liu, S., Xie, Y.F.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
7xxl	A	C	0	B	protein		spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	09/14/22	RBD in complex with Fab14	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Lin, J.Q., Tan, Y.J.E., Wu, B., Lescar, J.	0.0	ELECTRON MICROSCOPY			False	True	IGHV6	IGLV2	Lambda						SARS-CoV-2
7sjn	D	E	0	B	protein		serine protease htra1	HYDROLASE/Immune System	09/07/22	HtrA1:Fab15H6.v4 complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Gerhardy, S., Green, E., Estevez, A., Arthur, C.P., Ultsch, M., Rohou, A., Kirchhofer, D.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV1	Kappa						Homo Sapiens
7sjo	E	F	0	C	protein		serine protease htra1	HYDROLASE/Immune System	09/07/22	HtrA1S328A:Fab15H6.v4 complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Gerhardy, S., Green, E., Estevez, A., Arthur, C.P., Ultsch, M., Rohou, A., Kirchhofer, D.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV1	Kappa						Homo Sapiens
7ubr	E	F	0	C	protein		integrin alpha-iib	BLOOD CLOTTING/INHIBITOR	08/17/22	Integrin alaphIIBbeta3 complex with GR144053	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Lin, F.-Y., Zhu, J., Zhu, J., Springer, T.A.	2.04993	X-RAY DIFFRACTION	0.223	0.209	False	True	IGHV14	IGKV14	Kappa						Homo Sapiens
7wbz	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	08/31/22	Crystal structure of the SARS-Cov-2 RBD in complex with Fab 2303	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiang, Y., Ma, B.	2.42	X-RAY DIFFRACTION	0.22	0.182	False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7xck	A	B	0	M	protein		spike protein s1	VIRAL PROTEIN	08/31/22	Cryo-EM structure of SARS-CoV-2 Omicron RBD in complex with S309 fab (local refinement)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, G.F., Qi, J.X., Zhao, Z.N., Xie, Y.F., Liu, S.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
7xcp	H	L	0	B	protein		spike protein s1	VIRAL PROTEIN	08/31/22	Cryo-EM structure of Omicron RBD complexed with ACE2 and 304 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhao, Z., Qi, J., Gao, F.G.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7yad	A	B	0	M	protein		spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	08/31/22	Cryo-EM structure of S309-RBD-RBD-S309 in the S309-bound Omicron spike protein (local refinement)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhao, Z.N., Xie, Y.F., Qi, J.X., Gao, F.	2.66	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8dad	H	L	0	B	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/24/22	SARS-CoV-2 receptor binding domain in complex with AZ090 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zong, S., Wang, Z., Gaebler, C., Nussenzweig, M.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8dlr	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	08/31/22	Cryo-EM structure of SARS-CoV-2 Gamma (P.1) spike protein in complex with Fab 4-8 (focused refinement of NTD and 4-8)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Saville, J.W., Srivastava, S.S., Berezuk, A.M., Zhou, S., Tuttle, K.S., Subramaniam, S.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGLV3	Lambda						SARS-CoV-2
8dls	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	08/31/22	Cryo-EM structure of SARS-CoV-2 Gamma (P.1) spike protein in complex with Fab 4A8 (focused refinement of NTD and 4A8)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Saville, J.W., Srivastava, S.S., Berezuk, A.M., Zhou, S., Tuttle, K.S., Subramaniam, S.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV2	Kappa						SARS-CoV-2
8dlw	C	D	0	B	protein		spike glycoprotein	VIRAL PROTEIN	08/31/22	Cryo-EM structure of SARS-CoV-2 Epsilon (B.1.429) spike protein in complex with Fab S2M11	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Saville, J.W., Srivastava, S.S., Berezuk, A.M., Zhou, S., Tuttle, K.S., Subramaniam, S.	0.0	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8dzh	E	D	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/31/22	Structure of SARS-CoV-2 Omicron BA.1.1.529 Spike trimer with two RBDs down in complex with the Fab fragment of human neutralizing antibody MB.02	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hu, Y., Xiong, Y.	0.0	ELECTRON MICROSCOPY			False	True	IGHV5	IGKV3	Kappa						SARS-CoV-2
8dzi	H	L	0	C	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/31/22	Structure of SARS-CoV-2 Omicron BA.1.1.529 Spike trimer with one RBD down in complex with the Fab fragment of human neutralizing antibody MB.02	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hu, Y., Xiong, Y.	0.0	ELECTRON MICROSCOPY			False	True	IGHV5	IGKV3	Kappa						SARS-CoV-2
7xw7	A	B	0	R	protein		thyrotropin receptor	MEMBRANE PROTEIN	08/17/22	TSHR-K1-70 complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Duan, J., Xu, P., Luan, X., Ji, Y., Yuan, Q., He, X., Ye, J., Cheng, X., Jiang, H., Zhang, S., Jiang, Y., Xu, H.E.	0.0	ELECTRON MICROSCOPY			False	True	IGHV5	IGLV1	Lambda						Homo Sapiens
7zbu	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	08/17/22	CryoEM structure of SARS-CoV-2 spike monomer in complex with neutralising antibody P008_60	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Rosa, A., Pye, V.E., Cronin, N., Cherepanov, P.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
7upl	E	D	0	B	protein		spike glycoprotein	VIRAL PROTEIN	08/10/22	SARS-Cov2 Omicron varient S protein structure in complex with neutralizing monoclonal antibody 002-S21F2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Patel, A., Ortlund, E.	0.0	ELECTRON MICROSCOPY			False	True	IGHV5	IGKV1	Kappa						SARS-CoV-2
7u0p	E	F	0	C	protein		spike glycoprotein	VIRAL PROTEIN	01/08/09	SARS-Cov2 S protein structure in complex with neutralizing monoclonal antibody 002-S21F2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Patel, A., Ortlund, E.	0.0	ELECTRON MICROSCOPY			False	True	IGHV5	IGKV1	Kappa						SARS-CoV-2
7fjc	H	L	0	E	protein		spike protein s1	VIRAL PROTEIN	08/10/22	Crystal structure of SARS-CoV-2 Beta RBD complexed with P36-5D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhang, L.Q., Wang, X.Q., Shan, S.S., Lan, J.	2.96	X-RAY DIFFRACTION	0.269	0.212	False	True	IGHV1	IGKV1	Kappa						SARS-CoV-2
7str	H	L	0	C	protein		nucleoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/10/22	Crystal Structure of Human Fab S24-1063 in the Complex with the N-teminal Domain of Nucleocapsid Protein from SARS CoV-2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kim, Y., Maltseva, N., Tesar, C., Jedrzejczak, R., Dugan, H., Stamper, C., Wilson, P., Joachimiak, A., Center for Structural Genomics of Infectious Diseases (CSGID)	1.5	X-RAY DIFFRACTION	0.202	0.161	False	True	IGHV4	IGKV3	Kappa						SARS-CoV-2
7sts	A	B	0	D	protein		nucleoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/10/22	Crystal Structure of Human Fab S24-1379 in the Complex with the N-teminal Domain of Nucleocapsid Protein from SARS CoV-2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kim, Y., Maltseva, N., Tesar, C., Jedrzejczak, R., Dugan, H., Stamper, C., Wilson, P., Joachimiak, A., Center for Structural Genomics of Infectious Diseases (CSGID)	2.16	X-RAY DIFFRACTION	0.209	0.19	False	True	IGHV4	IGLV1	Lambda						SARS-CoV-2
7sue	H	L	0	C	protein		nucleoprotein	VIRAL PROTEIN	08/10/22	Crystal Structure of Human Fab S24-188 in the complex with the N-teminal Domain of Nucleocapsid protein from SARS CoV-2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kim, Y., Maltseva, N., Tesar, C., Jedrzejczak, R., Dugan, H., Stamper, C., Wilson, P., Joachimiak, A., Center for Structural Genomics of Infectious Diseases (CSGID)	2.9	X-RAY DIFFRACTION	0.292	0.262	False	True	IGHV1	IGLV2	Lambda						SARS-CoV-2
7v23	O	P	0	A	protein		spike glycoprotein	VIRAL PROTEIN	08/10/22	CryoEM structure of del68-76/del679-688 prefusion-stabilized spike in complex with the Fab of N12-9	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV3	Lambda						SARS-CoV-2
7v24	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	08/10/22	Local CryoEM structure of del68-76/del679-688 prefusion-stabilized spike in complex with the Fab of N12-9	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.	0.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV3	Lambda						SARS-CoV-2
7v27	B	A	0	C	protein		spike protein s1	VIRAL PROTEIN	08/10/22	RBD/XG005 local refinement	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhan, W.Q., Zhang, X., Sun, L., Chen, Z.G.	0.0	ELECTRON MICROSCOPY			False	True	IGHV2	IGLV2	Lambda						SARS-CoV-2
